escenario,rep,muestra,timestamp,N_peers,cpu_nodo_pct,mem_nodo_pct,egress_tx_Bps,egress_rx_Bps,pod_cpu_m,pod_mem_Mi,bitrate_Mbps,latencia_g2g_ms,startup_ms,stalls_per_min,notas,,timestamp,sistema,escenario,parametro,repeticion,startup_ms,stalls_count,duracion_s,stalls_per_min,fuente_stalls
E2,4,1,2026-07-05T13:16:33,25,12.08,17.33,1299,51,32,218,6.776,11500,172.9,0,,,2026-07-05T11:19:43.523Z,P1,E2,N=25,1,938.2,0,172.9,0,waiting
E2,4,2,2026-07-05T13:17:03,25,11.87,17.33,1299,51,30,245,6.784,11900,51.2,0,,,2026-07-05T11:20:41.062Z,P1,E2,N=25,2,883.2,0,51.2,0,waiting
E2,4,3,2026-07-05T13:17:34,25,11.98,17.25,1300,51,30,245,6.781,11500,168.5,0,,,2026-07-05T11:23:35.800Z,P1,E2,N=25,3,874.9,0,168.5,0,waiting
E2,4,4,2026-07-05T13:18:04,25,11.93,17.23,1300,51,30,216,6.79,11500,141.3,0,,,2026-07-05T11:26:03.162Z,P1,E2,N=25,4,868.6,0,141.3,0,waiting
E3,1,1,2026-07-05T17:10:19,6,9.84,18.02,1306,51,25,236,6.775,N/A,3325,12.3,,,2026-09-01T16:01:11.253Z,P1,E3,N=5,1,3325,10,123,12.3,waiting
E3,1,2,2026-07-05T17:10:49,6,10.02,17.94,1304,51,25,236,6.813,N/A,3659,9.38,,,2026-09-01T16:03:42.810Z,P1,E3,N=5,2,3659,15,140.7,9.38,waiting
E3,1,3,2026-07-05T17:11:19,6,10,17.98,1306,51,25,255,6.784,N/A,4952,6.07,,,2026-09-01T16:05:19.145Z,P1,E3,N=5,3,4952,17,103.2,6.07,waiting
E3,1,4,2026-07-05T17:11:49,6,9.87,18.01,1305,51,25,255,6.781,N/A,6589,7.49,,,2026-09-01T16:08:34.602Z,P1,E3,N=5,4,6589,21,157.3,7.49,waiting
E3,2,1,2026-07-05T17:20:55,6,9.16,9.6,1293,52,3,192,0.722,N/A,N/A,N/A,"los pods no se caen, pero dejan de responder",,2026-09-01T16:11:07.389Z,P1,E3,N=5,1,N/A,0,117.4,0,waiting
E3,2,2,2026-07-05T17:23:44,5,10.21,9.88,1293,52,4,196,0.954,N/A,N/A,N/A,"los pods no se caen, pero dejan de responder y no muestra imagen",,2026-09-01T16:13:55.014Z,P1,E3,N=5,2,N/A,0,143.8,0,waiting
E3,2,3,2026-07-05T17:27:13,5,9.13,9.55,1299,52,2,195,0.804,N/A,N/A,N/A,"los pods no se caen, pero dejan de responder y no muestra imagen",,2026-09-01T16:15:28.761Z,P1,E3,N=5,3,N/A,0,141.7,0,waiting
E3,2,4,2026-07-05T17:31:55,5,9.67,9.62,1297,51,4,195,0.695,N/A,N/A,N/A,"los pods no se caen, pero dejan de responder y no muestra imagen",,2026-09-01T16:17:33.251Z,P1,E3,N=5,4,N/A,0,206.9,0,waiting
